"","avg_1","avg_2","avg_3","med_1","med_2","med_3","var_1","var_2","var_3"
"230",1036.99519230769,230.59375,141.175480769231,492,91.5,52,1973878.785519,125761.340587349,42372.4727467563
"231",974.103365384615,221.903846153846,140.074519230769,434,86,52,1657460.09290431,101062.159406858,38198.7823853105
"232",946.867788461538,220.959134615385,134.026442307692,393,91,56,1586175.85958642,112306.863386237,32715.818576228
"233",995.396634615385,221.538461538462,141.694711538462,388.5,87.5,52.5,1781638.39892841,108352.947914736,46032.1499478684
"234",1056.54326923077,222.389423076923,129.329326923077,447,88,57,2027428.28727989,86427.640755329,29358.4479089435
"235",977.019230769231,214,134.1875,379.5,96,59.5,1810886.93456905,76478.9156626506,28666.3021084337
"236",965.975961538462,214.134615384615,122.233173076923,376,86.5,52,1963130.97773401,95077.3167747915,25864.5021258109
"237",968.425480769231,214.461538461538,135.228365384615,445,90,55.5,1602453.16551784,76188.9382761817,30184.962181418
"238",967.194711538462,231.798076923077,143.427884615385,415,83.5,54,1746126.11380329,117186.845875811,44699.9899675626
"239",924.6875,224.552884615385,143.25,370,97.5,60,1532375.08283133,87037.0863531047,40414.0048192771
"240",968.550480769231,229.887019230769,144.194711538462,380.5,86,51.5,2012501.00467447,116384.394433503,41555.5692249768
"241",941.793269230769,236.930288461538,142.495192307692,431.5,84,50,1538981.6005329,131789.086694856,37775.0794949027
"242",955.956730769231,216.555288461538,140.78125,467,86.5,60,1726239.13547266,73973.7415141335,34488.0315512048
"243",891.603365384615,218.850961538462,131.182692307692,379.5,94,59,1340202.948326,94061.5295412419,31437.9713623726
"244",950.34375,212.528846153846,131.764423076923,379.5,84.5,59,1696404.59721386,74591.6810936052,27735.8576227989
"245",963.514423076923,215.728365384615,133.504807692308,451,81,58,1717035.75882762,118110.068205514,32476.780699722
"246",976.576923076923,219.072115384615,148.699519230769,431,89.5,60,1773801.04467099,90663.7104494903,43863.3046744671
